等号,关键字,字体,字形,字数,编号,编号位置,word对象,缩进,对齐方式,大纲级别,标点,中文比例,邮箱符号,字号
1,0,TimesNewRoman,-1,1,5,2,0,0,4,2,0,0,1,0.3333333333333333
1,0,宋体,0,1,5,0,2,0,3,10,0,0,0,0.3333333333333333
1,5,黑体,0,1,5,0,0,0,1,10,0,0,1,0.0
1,0,宋体,0,1,5,0,2,0,3,10,0,0,0,0.3333333333333333
1,5,黑体,0,1,5,0,0,0,1,10,0,0,1,0.0
1,0,宋体,0,1,5,0,2,0,3,10,0,0,0,0.3333333333333333
1,5,黑体,0,1,5,0,0,0,1,10,0,0,1,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.8666667,0.08333333333333333
1,0,TimesNewRoman,0,0,5,0,0,0,3,10,0,0,0.075,0.08333333333333333
1,0,TimesNewRoman,-1,1,5,2,0,0,4,2,0,0,1,0.3333333333333333
1,0,宋体,0,1,5,0,2,0,3,10,0,0,0,0.3333333333333333
1,5,黑体,0,1,5,0,0,0,1,10,0,0,1,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.8877551,0.08333333333333333
1,0,TimesNewRoman,0,0,5,0,0,0,3,10,0,1,0,0.08333333333333333
1,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
1,0,TimesNewRoman,-1,1,5,2,0,0,4,2,0,0,1,0.3333333333333333
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.9565217,0.08333333333333333
1,0,TimesNewRoman,-1,1,5,2,0,0,4,2,0,0,1,0.3333333333333333
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.995,0.08333333333333333
1,0,TimesNewRoman,-1,1,5,2,0,0,4,2,0,0,1,0.3333333333333333
1,0,TimesNewRoman,-1,1,8,2,0,0,4,3,0,0,1,0.08333333333333333
1,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.08333333333333333
1,0,宋体,0,0,5,0,0,0,1,10,0,0,0.7688442,0.08333333333333333
1,0,TimesNewRoman,-1,1,8,2,0,0,4,3,0,0,1,0.08333333333333333
1,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.08333333333333333
1,0,宋体,0,0,5,0,0,0,1,10,0,0,0.795,0.08333333333333333
1,0,TimesNewRoman,-1,1,8,2,0,0,4,3,0,0,1,0.08333333333333333
1,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.08333333333333333
1,0,TimesNewRoman,0,0,5,0,0,0,1,10,0,0,0.7236181,0.08333333333333333
1,0,TimesNewRoman,-1,1,8,2,0,0,4,3,0,0,1,0.08333333333333333
1,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.08333333333333333
1,0,宋体,0,0,5,0,0,0,1,10,0,0,0.7272727,0.08333333333333333
1,0,TimesNewRoman,-1,1,8,2,0,0,4,3,0,0,1,0.08333333333333333
1,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.08333333333333333
1,0,宋体,0,0,5,0,0,0,1,10,0,0,0.6666667,0.08333333333333333
1,0,TimesNewRoman,-1,1,8,2,0,0,4,3,0,0,1,0.08333333333333333
1,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.08333333333333333
1,0,宋体,0,0,5,0,0,0,1,10,0,0,0.7722222,0.08333333333333333
1,0,TimesNewRoman,-1,1,8,2,0,0,4,3,0,0,1,0.08333333333333333
1,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.08333333333333333
1,0,宋体,0,0,5,0,0,0,1,10,0,0,0.77,0.08333333333333333
1,0,TimesNewRoman,-1,1,8,2,0,0,4,3,0,0,1,0.08333333333333333
1,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.08333333333333333
1,0,宋体,0,0,5,0,0,0,1,10,0,0,0.77,0.08333333333333333
1,0,TimesNewRoman,-1,1,5,2,0,0,4,2,0,0,1,0.3333333333333333
1,0,宋体,0,0,5,0,0,0,3,10,0,1,1,0.08333333333333333
1,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.975,0.08333333333333333
1,0,宋体,-1,1,5,0,0,0,1,1,0,0,1,1.0
1,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.08333333333333333
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.995,0.0
0,4,宋体,-1,1,5,0,0,0,3,10,0,0,1,0.0
0,0,TimesNewRoman,0,0,5,0,0,0,3,10,0,1,0,0.0
0,2,TimesNewRoman,0,1,5,0,0,0,3,10,0,0,0,0.2727272727272727
0,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.9948718,0.0
0,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.9085714,0.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9931973,0.0
0,0,TimesNewRoman,0,1,5,3,4,0,3,10,0,1,0,0.0
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.9849624,0.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.9942529,0.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.9846154,0.0
0,0,TimesNewRoman,0,1,5,0,2,0,3,10,0,0,0,0.0
0,5,TimesNewRoman,0,1,5,0,0,0,4,10,0,0,1,0.0
0,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.9030612,0.0
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,0.5555556,0.0
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.9213483,0.0
0,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.0
0,5,宋体,0,1,5,0,0,1,3,10,0,0,0.5,0.0
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,0.5555556,0.0
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.955414,0.0
0,0,TimesNewRoman,0,1,5,0,2,0,3,10,0,0,0,0.0
0,5,TimesNewRoman,0,1,5,0,0,0,3,10,0,0,0.5,0.0
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,0.5555556,0.0
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.927835,0.0
0,0,TimesNewRoman,0,1,5,0,2,0,3,10,0,0,0,0.0
0,5,宋体,0,1,5,0,0,0,3,10,0,0,0.5,0.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.0
0,0,宋体,-1,1,5,2,0,0,1,1,0,0,0.5,1.0
0,0,黑体,0,1,5,0,0,0,3,10,0,1,0.8615385,0.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,0.625,0.2727272727272727
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.8167539,0.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,0.6666667,0.2727272727272727
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.9114583,0.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,0.625,0.2727272727272727
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.7193878,0.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,0.7272727,0.2727272727272727
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.8,0.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,0.5,0.2727272727272727
0,0,宋体,0,1,5,0,0,0,3,10,0,1,0.9508197,0.0
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.9479167,0.0
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.7134146,0.0
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.69375,0.0
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.6457143,0.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,0.7692308,0.2727272727272727
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.8425926,0.0
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.7309645,0.0
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,0.2222222,0.0
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.3541667,0.0
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,0.25,0.0
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.8831169,0.0
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,0.5714286,0.0
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.785,0.0
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,0.8,0.0
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.74,0.0
0,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
0,0,TimesNewRoman,0,1,5,0,0,0,3,10,0,1,0.9324324,0.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
0,0,宋体,0,0,5,0,0,0,3,10,0,1,1,0.0
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.7948718,0.0
1,0,宋体,0,1,5,3,4,0,3,10,0,1,0,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.7580645,0.0
1,0,TimesNewRoman,0,1,5,0,2,0,3,10,0,0,0,0.0
1,5,TimesNewRoman,0,1,5,0,0,0,3,10,0,0,0.6875,0.0
1,0,TimesNewRoman,0,0,5,0,0,0,3,10,0,0,0,0.0
1,5,黑体,0,1,5,0,0,1,3,10,0,1,0.7627119,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.7889909,0.0
1,0,TimesNewRoman,0,1,5,0,2,0,3,10,0,0,0,0.0
1,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
1,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9310345,0.0
1,0,宋体,0,1,5,3,4,0,1,10,0,1,0,0.0
1,0,宋体,0,1,5,0,0,0,3,10,0,1,0.9583333,0.0
1,0,宋体,0,1,5,3,4,0,1,10,0,1,0,0.0
1,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.904,0.0
1,0,宋体,0,1,5,0,4,1,3,10,0,1,0,0.0
1,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.0
1,0,宋体,0,1,5,3,4,1,1,10,0,1,0,0.0
1,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
1,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.0
1,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.95,0.0
1,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.9615384,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.8421053,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.8205128,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.8205128,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.8205128,0.0
1,0,宋体,0,1,5,0,0,0,3,10,0,1,0.8235294,0.0
1,0,TimesNewRoman,0,0,5,0,0,1,1,10,0,0,0.6428571,0.0
1,5,黑体,0,1,5,0,0,0,3,10,0,0,1,0.0
1,0,宋体,0,1,5,0,0,0,3,10,0,1,0.96875,0.0
1,0,宋体,-1,1,8,2,0,0,3,3,0,0,0.8333333,0.0
1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.9195402,0.0
1,0,宋体,-1,1,5,0,0,0,3,10,0,1,0.8108108,0.0
1,0,宋体,0,1,5,3,4,1,1,10,0,1,0,0.0
1,0,宋体,-1,1,5,0,0,0,3,10,0,1,1,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.8461539,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.7462686,0.0
1,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.0
1,0,宋体,0,1,5,0,4,0,3,10,0,1,0,0.0
1,0,宋体,0,1,5,0,0,0,3,10,0,1,0.8181818,0.0
1,0,宋体,-1,1,5,0,0,0,3,10,0,1,0.9130435,0.0
1,0,TimesNewRoman,0,1,5,3,4,0,1,10,0,1,0,0.0
1,0,宋体,-1,1,5,0,0,0,3,10,0,0,0.8787879,0.0
1,0,TimesNewRoman,0,1,5,0,2,0,1,10,0,0,0,0.0
1,0,TimesNewRoman,0,1,5,0,2,0,1,10,0,0,0,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.877551,0.0
1,0,宋体,0,1,5,3,4,1,1,10,0,1,0,0.0
1,0,宋体,0,1,5,0,0,0,3,10,0,1,0.4166667,0.0
1,0,宋体,-1,1,8,2,0,0,3,3,0,0,0.8333333,0.0
1,0,宋体,-1,0,5,0,0,0,3,10,0,1,0.8357143,0.0
1,0,宋体,0,1,5,3,4,0,1,10,0,1,0,0.2727272727272727
1,0,宋体,-1,1,5,0,0,0,3,10,0,1,1,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.8461539,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.8611111,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.7272727,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.7142857,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.9285714,0.0
1,0,宋体,0,1,5,0,0,0,3,10,0,1,0.9333333,0.0
1,0,TimesNewRoman,0,1,5,0,2,0,1,10,0,0,0,0.0
1,0,宋体,-1,0,5,0,0,0,3,10,0,1,0.7906977,0.0
1,0,宋体,0,1,5,3,4,0,1,10,0,1,0,0.2727272727272727
1,0,宋体,-1,1,5,0,0,0,3,10,0,0,0.8,0.0
1,0,TimesNewRoman,0,1,5,0,2,0,1,10,0,0,0,0.0
1,0,TimesNewRoman,0,1,5,0,2,0,1,10,0,0,0,0.0
1,0,宋体,-1,1,5,0,0,0,3,10,0,1,0.9117647,0.0
1,0,宋体,0,1,5,3,4,0,1,10,0,1,0,0.0
1,0,宋体,-1,1,5,0,0,0,3,10,0,1,1,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.8461539,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.8611111,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.9259259,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.7272727,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.6666667,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.8,0.0
1,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.0
1,0,TimesNewRoman,0,1,5,0,2,0,1,10,0,0,0,0.0
1,0,宋体,-1,0,5,0,0,0,3,10,0,1,0.7777778,0.0
1,0,宋体,0,1,5,3,4,0,1,10,0,1,0,0.0
1,0,宋体,-1,1,5,0,0,0,3,10,0,0,0.8,0.0
1,0,TimesNewRoman,0,1,5,0,2,0,3,10,0,0,0,0.0
1,0,TimesNewRoman,0,1,5,0,2,0,1,10,0,0,0,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.75,0.0
1,0,宋体,0,1,5,3,4,0,1,10,0,1,0,0.0
1,0,宋体,0,1,5,0,0,0,3,10,0,1,0.5,0.0
1,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9892473,0.0
1,0,宋体,-1,1,5,0,0,0,3,10,0,1,0.6428571,0.0
1,0,宋体,0,1,5,3,4,0,1,10,0,1,0,0.0
1,0,宋体,-1,1,5,0,0,0,3,10,0,1,0.8888889,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.8461539,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.7301587,0.0
1,0,宋体,0,1,5,0,0,0,3,10,0,1,0.9230769,0.0
1,0,TimesNewRoman,0,1,5,0,2,0,1,10,0,0,0,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.6949152,0.0
1,0,TimesNewRoman,0,1,5,3,4,0,1,10,0,1,0,0.0
1,0,宋体,-1,1,5,0,0,0,3,10,0,1,0.8888889,0.2727272727272727
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.8461539,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.8611111,0.0
1,0,宋体,0,1,5,2,0,0,3,10,0,1,0.7301587,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.7291667,0.0
1,0,宋体,0,1,5,0,0,0,1,10,0,0,0.3333333,0.0
1,0,宋体,0,1,5,0,0,0,3,10,0,1,0.5909091,0.0
1,0,TimesNewRoman,0,1,5,0,2,0,3,10,0,0,0,0.0
1,0,宋体,0,1,5,0,0,0,3,10,0,0,1,0.0
1,0,TimesNewRoman,0,0,5,0,0,0,1,10,0,0,0,0.0
1,0,宋体,0,1,5,0,0,0,3,10,0,1,0.7222222,0.0
1,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
1,0,黑体,0,1,5,0,0,0,3,10,0,1,0.9423077,0.0
1,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
1,0,宋体,-1,1,8,2,0,0,3,2,0,0,0.75,0.0
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9836956,0.0
1,0,TimesNewRoman,0,1,5,0,2,0,1,10,0,0,0,0.0
1,5,黑体,0,1,5,0,0,0,1,10,0,0,1,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.9375,0.0
1,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.0
1,5,TimesNewRoman,0,1,5,0,0,1,3,10,0,0,1,0.0
1,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.0
1,0,宋体,-1,1,8,2,0,0,3,2,0,0,1,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.9090909,0.0
1,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.0
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.735,0.0
1,0,宋体,-1,1,8,2,0,0,3,2,0,0,1,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.989011,0.0
1,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.8849558,0.0
1,0,宋体,-1,1,8,2,0,0,3,2,0,0,1,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.98,0.0
1,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.6296296,0.0
1,0,TimesNewRoman,0,1,5,0,2,0,3,10,0,0,0,0.0
1,0,宋体,-1,1,8,2,0,0,3,2,0,0,1,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.6482412,0.0
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,0,0,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.8140703,0.0
1,0,宋体,-1,1,8,2,0,0,3,2,0,0,1,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.7333333,0.0
1,0,TimesNewRoman,0,1,5,0,2,0,1,10,0,0,0,0.0
1,5,TimesNewRoman,0,1,5,0,0,1,1,10,0,0,0.6666667,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.7417219,0.0
1,0,TimesNewRoman,0,1,5,0,2,0,1,10,0,0,0,0.0
1,0,TimesNewRoman,0,1,5,0,0,0,1,10,0,0,0.6666667,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.774359,0.0
1,0,TimesNewRoman,0,1,5,0,2,1,1,10,0,0,0,0.0
1,5,TimesNewRoman,0,1,5,0,0,0,3,10,0,0,0.6666667,0.0
1,0,宋体,-1,1,8,2,0,0,3,2,0,0,1,0.0
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.965,0.0
1,0,TimesNewRoman,0,1,5,0,2,1,3,10,0,0,0,0.0
1,0,宋体,-1,1,8,2,0,0,3,2,0,0,1,0.0
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.95,0.0
1,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,0,0.2909091,0.0
1,5,TimesNewRoman,0,1,5,0,0,1,3,10,0,0,0.7741935,0.0
1,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
1,0,宋体,0,1,5,0,0,0,3,10,0,1,0.9727273,0.0
1,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.98,0.0
1,7,宋体,0,1,5,0,0,1,1,10,0,0,0.55,0.2727272727272727
1,0,宋体,0,0,5,0,0,0,3,10,0,0,0.03418804,0.2727272727272727
1,0,TimesNewRoman,0,1,5,0,2,0,3,10,0,0,0,0.0
1,5,TimesNewRoman,0,1,5,0,0,0,3,10,0,0,0.5909091,0.0
1,0,宋体,0,1,5,0,0,0,3,10,0,1,0.7058824,0.0
1,7,宋体,0,1,5,0,0,0,3,10,0,0,0.55,0.2727272727272727
1,0,宋体,0,0,5,0,0,0,3,10,0,0,0.03418804,0.2727272727272727
1,0,TimesNewRoman,0,1,5,0,2,0,3,10,0,0,0,0.0
1,5,TimesNewRoman,0,1,5,0,0,1,3,10,0,0,0.5909091,0.0
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.885,0.0
1,7,宋体,0,1,5,0,0,1,3,10,0,0,0.5238096,0.2727272727272727
1,0,宋体,0,0,5,0,0,0,3,10,0,0,0.03418804,0.2727272727272727
1,0,TimesNewRoman,0,1,5,0,2,0,3,10,0,0,0,0.0
1,5,TimesNewRoman,0,1,5,0,0,1,3,10,0,0,0.5652174,0.0
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.852071,0.0
1,7,宋体,0,1,5,0,0,1,3,10,0,0,0.5238096,0.2727272727272727
1,0,宋体,0,0,5,0,0,0,3,10,0,0,0.03418804,0.2727272727272727
1,0,TimesNewRoman,0,1,5,0,2,0,3,10,0,0,0,0.0
1,5,TimesNewRoman,0,1,5,0,0,1,3,10,0,0,0.5652174,0.0
1,0,宋体,0,1,5,0,0,0,3,10,0,1,0.6956522,0.0
1,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,1,0.8757764,0.0
1,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
1,0,宋体,0,1,5,0,0,1,3,10,0,1,0.9607843,0.0
1,7,黑体,0,1,5,0,0,1,3,10,0,0,1,0.0
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9692308,0.0
1,7,TimesNewRoman,0,1,5,0,0,1,3,10,0,0,1,0.0
1,0,宋体,0,0,5,0,0,0,3,10,0,0,0.1,0.2727272727272727
1,0,TimesNewRoman,0,1,5,0,2,0,3,10,0,0,0,0.0
1,5,TimesNewRoman,0,1,5,0,0,0,3,10,0,0,1,0.0
1,5,宋体,0,1,5,0,0,1,3,10,0,1,0.96,0.0
1,0,宋体,-1,1,5,0,0,0,1,1,0,0,1,1.0
1,0,宋体,0,0,5,0,0,1,3,10,0,1,0.985,0.0
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.88,0.041666666666666664
0,4,宋体,-1,1,5,0,0,1,3,10,0,0,0.2647059,0.041666666666666664
0,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0.006024096,0.041666666666666664
0,2,TimesNewRoman,-1,1,5,0,0,1,3,10,0,0,0,0.041666666666666664
0,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,0.5
0,0,宋体,0,0,5,0,0,1,4,10,0,1,0.995,0.041666666666666664
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.16666666666666666
0,0,宋体,0,0,5,0,0,1,4,10,0,1,1,0.041666666666666664
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.16666666666666666
0,0,宋体,0,0,5,0,0,1,4,10,0,1,0.8140703,0.041666666666666664
0,0,宋体,0,1,5,2,0,1,3,10,0,1,0.972973,0.041666666666666664
0,0,宋体,0,1,5,2,0,1,3,10,0,1,0.9761904,0.041666666666666664
0,0,宋体,0,1,5,2,0,1,3,10,0,1,0.9565217,0.041666666666666664
0,0,宋体,0,1,5,2,0,1,3,10,0,1,0.9655172,0.041666666666666664
0,0,宋体,0,1,5,2,0,1,3,10,0,1,0.9411765,0.041666666666666664
0,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,0.5
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.16666666666666666
0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.6969697,0.041666666666666664
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,0.2222222,0.041666666666666664
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.6184211,0.041666666666666664
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,0.5714286,0.041666666666666664
0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.748718,0.041666666666666664
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,0.2222222,0.041666666666666664
0,0,宋体,0,0,5,0,0,1,4,10,0,1,0.7052631,0.041666666666666664
0,0,宋体,0,1,5,2,0,-1,3,10,0,1,0.2727273,0.041666666666666664
0,0,宋体,0,1,5,2,0,-1,3,10,0,1,0.5384616,0.041666666666666664
0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.041666666666666664
0,0,宋体,0,1,5,2,0,-1,3,10,0,1,0.3584906,0.041666666666666664
0,0,宋体,0,1,5,2,0,-1,3,10,0,1,0.78125,0.041666666666666664
0,0,宋体,0,1,5,2,0,-1,3,10,0,1,0.4444444,0.041666666666666664
0,0,宋体,0,1,5,2,0,-1,3,10,0,1,0.425,0.041666666666666664
0,0,宋体,0,1,5,2,0,-1,3,10,0,1,0.515625,0.041666666666666664
0,0,宋体,0,1,5,2,0,-1,3,10,0,1,0.8421053,0.041666666666666664
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,0.25,0.041666666666666664
0,0,宋体,0,0,5,0,0,1,4,10,0,1,0.78,0.041666666666666664
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,0.4,0.041666666666666664
0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.705,0.041666666666666664
0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.16666666666666666
0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.4461538,0.16666666666666666
0,0,宋体,-1,1,8,2,0,0,3,3,0,0,0.2857143,0.041666666666666664
