段落角色,等号,关键字,字体,字形,字数,编号,编号位置,word对象,缩进,对齐方式,大纲级别,标点,中文比例,邮箱符号,字号
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.21428571428571427
11,0,0,TimesNewRoman,-1,1,5,2,0,0,3,1,0,0,1,0.42857142857142855
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,2,0,0,1,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,0,0.1666667,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,0.7777778,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,0,0.4347826,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,0,0.5,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,0,0.1470588,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,0,0.4666667,0.21428571428571427
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,2,0,0,0,0.21428571428571427
15,0,0,TimesNewRoman,0,0,5,0,0,1,3,10,0,1,0.631016,0.21428571428571427
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,2,0,0,0,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.7111111,0.21428571428571427
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,2,0,0,0.3,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.6969697,0.21428571428571427
10,0,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
11,0,0,TimesNewRoman,-1,1,5,2,0,0,3,2,0,0,1,0.42857142857142855
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.995,0.21428571428571427
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,0,3,10,0,0,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,0,3,10,0,0,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,0.8333333,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,0,3,10,0,0,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.9745223,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.21428571428571427
11,0,0,TimesNewRoman,-1,1,5,2,0,0,3,2,0,0,1,0.42857142857142855
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,0,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,0.875,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,2,0,0,1,0.21428571428571427
15,0,5,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.9333333,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
11,0,0,TimesNewRoman,-1,1,5,2,0,0,3,2,0,0,1,0.42857142857142855
15,0,5,宋体,0,1,5,0,0,1,3,10,0,1,1,0.21428571428571427
6,0,0,TimesNewRoman,0,1,5,0,4,0,3,10,0,0,0,0.21428571428571427
7,0,0,TimesNewRoman,0,1,5,0,0,0,3,10,0,0,0.6363636,0.21428571428571427
11,0,0,TimesNewRoman,-1,1,5,2,0,0,3,2,0,0,1,0.42857142857142855
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.8802083,0.21428571428571427
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9387755,0.21428571428571427
13,0,0,TimesNewRoman,-1,1,9,2,0,0,3,10,0,0,0.75,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
6,0,0,TimesNewRoman,0,1,5,0,4,1,1,10,0,0,0,0.21428571428571427
7,0,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.21428571428571427
15,0,0,宋体,0,1,3,2,0,1,3,10,0,1,0.983871,0.21428571428571427
6,0,0,TimesNewRoman,0,1,5,0,4,1,1,10,0,0,0,0.21428571428571427
7,0,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
6,0,0,TimesNewRoman,0,1,5,0,4,1,1,10,0,0,0,0.21428571428571427
7,0,5,宋体,0,1,5,0,0,1,1,10,0,0,1,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.9333333,0.21428571428571427
15,0,0,宋体,0,1,3,2,0,-1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,3,2,0,-1,3,10,0,1,1,0.21428571428571427
6,0,0,TimesNewRoman,0,1,5,0,4,0,1,10,0,0,0,0.21428571428571427
7,0,5,宋体,0,1,5,0,0,0,1,10,0,1,0.7222222,0.21428571428571427
15,0,0,宋体,0,1,3,2,0,-1,3,10,0,0,1,0.21428571428571427
6,0,0,TimesNewRoman,0,1,5,0,4,0,1,10,0,0,0,0.21428571428571427
7,0,5,宋体,0,1,5,0,0,0,1,10,0,1,0.8125,0.21428571428571427
13,0,0,宋体,-1,1,9,2,0,0,3,10,0,0,0.75,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9506173,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,0,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9831933,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,0,0.7777778,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,0,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9255319,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,0,0.7777778,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9383562,0.21428571428571427
6,0,0,TimesNewRoman,0,1,5,0,4,0,3,10,0,0,0,0.21428571428571427
7,0,0,TimesNewRoman,0,1,5,0,0,0,3,10,0,0,0.6,0.21428571428571427
10,0,0,宋体,-1,1,5,0,0,0,1,1,0,0,1,1.0
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.42857142857142855
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.42857142857142855
9,0,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.21428571428571427
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.76,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.42857142857142855
9,0,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.21428571428571427
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.7906977,0.21428571428571427
15,0,5,宋体,0,1,5,0,0,1,3,10,0,1,1,0.42857142857142855
9,0,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.21428571428571427
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.7333333,0.21428571428571427
15,0,5,宋体,0,1,5,0,0,1,3,10,0,1,1,0.42857142857142855
9,0,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.21428571428571427
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.7804878,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.42857142857142855
9,0,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.21428571428571427
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.7345133,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.42857142857142855
9,0,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.21428571428571427
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.87,0.21428571428571427
11,0,0,TimesNewRoman,-1,1,5,2,0,0,3,2,0,0,1,0.42857142857142855
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,0.9142857,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.8333333,0.21428571428571427
9,0,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.21428571428571427
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.25,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,1,4,10,0,1,0.8536586,0.21428571428571427
9,0,7,TimesNewRoman,0,1,5,0,0,1,4,10,0,0,0.6666667,0.21428571428571427
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.255,0.21428571428571427
15,0,5,宋体,0,1,5,2,0,-1,4,10,0,1,1,0.21428571428571427
15,0,5,宋体,0,0,5,0,0,0,4,10,0,1,0.8421053,0.21428571428571427
9,0,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.21428571428571427
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.2828283,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,4,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,1,4,10,0,1,0.8809524,0.21428571428571427
9,0,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.21428571428571427
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.2857143,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,4,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.8684211,0.21428571428571427
9,0,7,宋体,0,1,5,0,0,-1,1,10,0,0,1,0.0
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.2544379,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.8378378,0.21428571428571427
9,0,7,宋体,0,1,5,0,0,0,1,10,0,0,1,0.21428571428571427
8,0,0,TimesNewRoman,0,0,5,0,0,0,3,10,0,0,0.25,0.21428571428571427
11,0,0,TimesNewRoman,-1,1,5,2,0,0,3,2,0,0,1,0.42857142857142855
15,0,5,宋体,0,0,5,0,0,0,3,10,0,1,1,0.21428571428571427
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.9803922,0.21428571428571427
6,0,0,宋体,0,1,5,0,2,0,3,10,0,0,0,0.21428571428571427
7,0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.21428571428571427
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,1,3,10,0,0,0.992126,0.21428571428571427
6,0,0,宋体,0,1,5,0,2,0,1,10,0,0,0,0.21428571428571427
7,0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.21428571428571427
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.9831933,0.21428571428571427
6,0,0,TimesNewRoman,0,1,5,0,2,0,4,10,0,0,0,0.21428571428571427
7,0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.21428571428571427
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.9846154,0.21428571428571427
6,0,0,宋体,0,1,5,0,2,0,3,10,0,0,0,0.21428571428571427
7,0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.21428571428571427
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.989011,0.21428571428571427
6,0,0,宋体,0,1,5,0,2,0,3,10,0,0,0,0.21428571428571427
7,0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.21428571428571427
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.982906,0.21428571428571427
6,0,0,宋体,-1,1,5,0,2,0,3,10,0,0,0,0.42857142857142855
7,0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.21428571428571427
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,1,3,10,0,0,0.9939759,0.21428571428571427
6,0,0,宋体,0,1,5,0,2,1,3,10,0,0,0,0.21428571428571427
7,0,5,宋体,0,1,5,0,0,0,1,10,0,0,1,0.21428571428571427
12,0,0,TimesNewRoman,-1,1,8,2,0,0,3,3,0,0,1,0.21428571428571427
15,0,0,宋体,0,0,5,0,0,1,3,10,0,0,0.9612903,0.21428571428571427
6,0,0,TimesNewRoman,0,1,5,0,2,0,3,10,0,0,0,0.21428571428571427
7,0,5,宋体,0,1,5,0,0,1,3,10,0,0,1,0.21428571428571427
10,0,0,宋体,-1,1,5,0,0,0,1,10,0,0,1,1.0
11,0,0,TimesNewRoman,-1,1,5,2,0,0,3,2,0,0,1,0.42857142857142855
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,0.8536586,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,0.8,0.21428571428571427
15,0,0,宋体,0,0,5,2,0,-1,3,10,0,1,0.8686869,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,0.7222222,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,0.6,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,0.8139535,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,0.6153846,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,0.5111111,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,0.6521739,0.21428571428571427
15,0,0,宋体,0,0,5,2,0,-1,3,10,0,1,0.6851852,0.21428571428571427
11,0,0,TimesNewRoman,-1,1,5,2,0,0,3,2,0,0,1,0.42857142857142855
15,0,5,宋体,0,1,5,0,0,0,4,10,0,1,1,0.21428571428571427
16,0,0,新宋体,0,0,5,0,0,0,4,10,0,1,0,0.0
11,0,0,TimesNewRoman,-1,1,5,2,0,0,3,2,0,0,1,0.42857142857142855
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
16,0,0,新宋体,0,0,5,0,0,0,4,10,0,1,0,0.0
11,0,0,TimesNewRoman,-1,1,5,2,0,0,3,2,0,0,1,0.42857142857142855
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
16,0,0,新宋体,0,0,5,0,0,0,4,10,0,1,0,0.0
11,0,0,TimesNewRoman,-1,1,5,2,0,0,3,2,0,0,1,0.42857142857142855
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
16,0,0,新宋体,0,0,5,0,0,0,4,10,0,1,0,0.0
11,0,0,TimesNewRoman,-1,1,5,2,0,0,3,2,0,0,1,0.42857142857142855
15,0,5,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
16,0,0,新宋体,0,0,5,0,0,0,4,10,0,0,0,0.0
11,0,0,TimesNewRoman,-1,1,5,2,0,0,3,2,0,0,1,0.42857142857142855
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
16,0,0,新宋体,0,0,5,0,0,0,4,10,0,0,0,0.0
10,0,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
15,0,0,宋体,0,0,5,0,0,1,4,10,0,1,1,0.21428571428571427
11,0,0,TimesNewRoman,-1,1,5,2,0,0,3,2,0,0,1,0.42857142857142855
15,0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.9640288,0.21428571428571427
9,0,7,宋体,0,1,5,0,0,1,3,10,0,0,1,0.21428571428571427
8,0,0,宋体,0,0,5,0,0,0,1,10,0,0,0.745,0.21428571428571427
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.21428571428571427
6,0,0,TimesNewRoman,0,1,5,0,2,0,3,10,0,0,0,0.21428571428571427
7,0,5,宋体,0,1,5,0,0,1,3,10,0,0,1,0.21428571428571427
6,0,0,TimesNewRoman,0,1,5,0,2,0,3,10,0,0,0,0.21428571428571427
7,0,5,TimesNewRoman,0,1,5,0,0,0,3,10,0,0,1,0.21428571428571427
6,0,0,TimesNewRoman,0,1,5,0,2,0,3,10,0,0,0,0.21428571428571427
7,0,5,TimesNewRoman,0,1,5,0,0,0,3,10,0,0,1,0.21428571428571427
11,0,0,TimesNewRoman,-1,1,5,2,0,0,3,2,0,0,1,0.42857142857142855
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,1,1,0.21428571428571427
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,0,1,0.21428571428571427
18,0,0,宋体,-1,1,5,0,0,0,1,1,0,0,1,1.0
19,0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.21428571428571427
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,0,0,宋体,-1,1,5,2,0,1,1,1,0,0,1,1.0
15,0,0,宋体,0,0,5,0,0,1,4,10,0,1,0.9949749,0.0
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
15,0,0,宋体,0,0,5,0,0,1,4,10,0,1,0.8333333,0.0
12,0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.994898,0.0
12,0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
15,0,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.0
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.9090909,0.0
15,0,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.0
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.9565217,0.0
15,0,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.0
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.0
15,0,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.0
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.0
15,0,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.0
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.0
12,0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.96,0.0
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.0
12,0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.0
12,0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.0
15,0,0,宋体,0,1,5,2,0,0,3,10,0,0,1,0.0
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.0
12,0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.995,0.0
10,0,0,宋体,-1,1,5,2,0,1,1,1,0,0,1,1.0
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.915,0.0
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
15,0,0,宋体,0,0,5,0,0,1,4,10,0,1,0.9132653,0.0
12,0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,1,0.0
12,0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9947644,0.0
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
15,0,0,宋体,0,1,5,0,0,0,3,10,0,1,1,0.0
15,0,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.0
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.9936709,0.0
15,0,0,宋体,0,1,4,2,0,-1,3,10,0,0,1,0.0
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.0
15,0,0,宋体,0,1,4,2,0,-1,3,10,0,0,1,0.0
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.0
15,0,0,宋体,0,1,5,2,0,1,3,10,0,0,1,0.0
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0.8795181,0.0
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.97,0.0
10,0,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.95,0.0
12,0,0,宋体,-1,1,8,2,0,0,3,3,0,0,0.4545455,0.0
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.6515151,0.0
12,0,0,宋体,-1,1,8,2,0,0,3,3,0,0,0.4,0.0
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.5677083,0.0
15,0,0,宋体,0,1,5,2,0,0,3,10,0,0,0.25,0.0
15,0,0,宋体,0,1,5,0,0,1,3,10,0,1,1,0.0
16,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.01075269,0.0
15,0,0,宋体,0,1,5,2,0,0,3,10,0,0,0.1818182,0.0
15,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0.7666667,0.0
16,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.0212766,0.0
15,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0.7941176,0.0
16,0,0,宋体,0,0,5,0,0,1,3,10,0,0,0.008474576,0.0
15,0,0,宋体,0,1,5,0,0,1,3,10,0,0,0.7666667,0.0
16,0,0,宋体,0,1,5,0,0,1,3,10,0,1,0,0.0
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.6363636,0.0
9,0,7,宋体,0,1,5,0,0,0,3,10,0,0,0.1666667,0.0
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.2716049,0.0
9,0,7,宋体,0,1,5,0,0,1,3,10,0,0,0.08333334,0.0
8,0,0,宋体,0,0,5,0,0,0,3,10,0,0,0.27,0.0
10,0,0,宋体,-1,1,5,2,0,0,1,1,0,0,0.3125,1.0
11,0,0,宋体,-1,1,5,2,0,0,3,3,0,0,0.1538462,0.2727272727272727
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.6497462,0.0
11,0,0,宋体,-1,1,5,2,0,0,3,3,0,0,0.3125,0.2727272727272727
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.935,0.0
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,0,0.2727272727272727
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.925,0.0
15,0,0,宋体,0,1,5,2,0,-1,3,10,0,0,0.1666667,0.0
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.7355372,0.0
16,0,0,宋体,0,1,5,0,0,0,3,10,0,0,0,0.0
15,0,0,宋体,0,0,5,0,0,0,3,10,0,1,0.5153061,0.0
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.7326203,0.0
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.7688442,0.0
10,0,0,宋体,-1,1,5,2,0,0,1,1,0,0,1,1.0
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
6,0,0,宋体,-1,1,5,0,0,0,3,10,0,0,0,0.2727272727272727
11,0,0,宋体,-1,1,5,2,0,0,3,2,0,0,1,0.2727272727272727
12,0,0,宋体,-1,1,8,2,0,0,3,3,0,0,1,0.0
15,0,0,宋体,0,0,5,0,0,1,3,10,0,1,0.9346734,0.0
